Headline,Link,Date,"Categories (comma separated)","Locations (; separated)","Lat/Lon pairs (; separated)"
"Due to COVID-19, some NH nursing homes on the brink - The Union Leader",http://healthmap.org/ln.php?7347770,"2020-05-17 17:45:00","Elder Care","New Hampshire","43.675800,-71.499100"
"Coronavirus Is Hitting Nursing Homes Hard. How We Treat the Elderly Made It Inevitable. - The New York Times",http://healthmap.org/ln.php?7347875,"2020-05-17 12:19:25","Elder Care","New York State; Washington State","43.004601,-75.498100; 47.487499,-120.498100"
"Governors perform balancing act to reopen US as nationwide Covid-19 death toll inches toward 90,000 - CNN",http://healthmap.org/ln.php?7348511,"2020-05-18 03:33:51","Business Reopening","United States","39.966930,-97.556099"
"LI hospitals sent hundreds of COVID-19 patients to nursing homes, rehabs at peak of pandemic | Newsday",http://healthmap.org/ln.php?7348916,"2020-05-18 07:44:45","Elder Care","Long Island, New York","40.816765,-73.066223"
"Due to COVID-19, some NH nursing homes on the brink | Coronavirus | unionleader.com",http://healthmap.org/ln.php?7348917,"2020-05-18 07:45:13","Elder Care","New Hampshire","43.675800,-71.499100"
"9 COVID-19 Cases Confirmed at Washakie County Nursing Home ",http://healthmap.org/ln.php?7348918,"2020-05-18 07:46:12","Elder Care","Washakie County, Wyoming","43.904999,-107.682861"
"Staffer at Bar Harbor retirement facility tests positive for COVID-19 - Press Herald",http://healthmap.org/ln.php?7349074,"2020-05-17 11:32:00","Elder Care",Maine,"45.490898,-69.257896"
"Coronavirus: What you need to know in Asheville, WNC May 18 - Citizen Times",http://healthmap.org/ln.php?7349199,"2020-05-18 05:21:55","Mass Testing, Business Reopening","North Carolina; Pisgah National Forest, North Carolina","35.603699,-78.969803; 35.795311,-82.340721"
"Deep divide state: Wisconsin again a hotbed of partisan politics amid COVID-19 pandemic - Madison.com",http://healthmap.org/ln.php?7349204,"2020-05-18 06:50:00","Business Reopening",Wisconsin,"44.496498,-90.000000"
"A nurse’s odyssey: When her parents fell ill with COVID-19, she began a wrenching mission of mercy - The Ithaca Journal",http://healthmap.org/ln.php?7349205,"2020-05-18 07:00:00","Healthcare Worker","United States","39.966930,-97.556099"
"Coronavirus Live Updates: U.S.-China Tensions Threaten to Dominate W.H.O. Meeting - The New York Times",http://healthmap.org/ln.php?7349207,"2020-05-18 08:57:48","Business Reopening","Connecticut; Kentucky; Massachusetts; Minnesota","41.672901,-72.685600; 37.439899,-84.462898; 42.399101,-71.795700; 46.225399,-94.658302"
"El Paso officials ask to be excluded from Texas' next phase of reopening - The Texas Tribune",http://healthmap.org/ln.php?7349500,"2020-05-18 05:01:34","Business Closure, Business Reopening","El Paso, Texas","31.758720,-106.486931"
"Local urgent care centers shift into coronavirus testing - RichmondBizSense",http://healthmap.org/ln.php?7349501,"2020-05-18 06:09:27","Healthcare Facility, Mass Testing","North Carolina; Virginia","35.603699,-78.969803; 37.648998,-78.354500"
"5 things to know for May 18: Coronavirus, mass gatherings, CDC, Steve Linick, Rwanda - CNN",http://healthmap.org/ln.php?7349502,"2020-05-18 06:44:48","Business Reopening","United States","39.966930,-97.556099"
"Coronavirus Updates: Latest COVID-19 Headlines From May 18, 2020 - CBS Minnesota",http://healthmap.org/ln.php?7349763,"2020-05-18 07:47:21","Lockdown / Shelter in Place, Business Reopening",Minnesota,"46.225399,-94.658302"
"UofSC to start remote learning after Thanksgiving because of projected coronavirus spike - Greenville News",http://healthmap.org/ln.php?7349766,"2020-05-18 09:03:59","School Closure","University of South Carolina, South Carolina","33.999043,-81.026482"
"Amid Ongoing COVID-19 Pandemic, Governor Cuomo Announces New York State Has Doubled Testing Capacity to Reach 40000 Tests Per Day, Encourages Eligible New Yorkers to Get Tested For COVID-19 - NY.gov",http://healthmap.org/ln.php?7349993,"2020-05-17 14:32:04","Mass Testing","New York State","43.004601,-75.498100"
"Latest on COVID-19 in MN: New 'stay safe' order takes effect - Minnesota Public Radio News",http://healthmap.org/ln.php?7349996,"2020-05-18 06:00:00","Lockdown / Shelter in Place, Business Reopening",Minnesota,"46.225399,-94.658302"
"Hospitals, health care sector reel from COVID-19 damage - ABC News",http://healthmap.org/ln.php?7350000,"2020-05-18 09:55:55","Healthcare Facility","United States","39.966930,-97.556099"
"Coronavirus Hospitalizations Down, Cases Continue to Rise in Arlington - ARLnow",http://healthmap.org/ln.php?7350005,"2020-05-18 10:45:00","Business Reopening","Arlington County, Virginia","38.890388,-77.084145"
"LIVE UPDATES: Coronavirus in the Mid-South: Shelby County can begin Phase 2 of Back-to-Business plan today, of - FOX13 Memphis",http://healthmap.org/ln.php?7350013,"2020-05-18 11:33:45","Business Reopening","Arkansas; Shelby County, Tennessee","34.741600,-92.504898; 35.200089,-89.866753"
"States relax more rules, but could return to stay-at-home orders if coronavirus cases surge - CNN",http://healthmap.org/ln.php?7350014,"2020-05-18 11:34:16","Business Reopening","California; Connecticut; Delaware; Florida; New Jersey; New York State; Texas","37.250198,-119.750298; 41.672901,-72.685600; 38.993500,-75.498100; 28.149500,-81.650398; 40.178799,-74.355499; 43.004601,-75.498100; 31.240900,-99.228600"
"Southdale Center, Albertville and Twin Cities Premium Outlets reopen amid COVID-19 pandemic - KSTP",http://healthmap.org/ln.php?7350373,"2020-05-18 11:46:17","Business Reopening",Minnesota,"46.225399,-94.658302"
"LIVE STREAM: Michigan Gov. Whitmer holds coronavirus briefing, to announce partial reopening - WDIV ClickOnDetroit",http://healthmap.org/ln.php?7350382,"2020-05-18 13:28:11","Business Reopening",Michigan,"43.580299,-84.462898"
"Coronavirus Live Updates: Promising Results From Early Vaccine Tests, Drug Maker Says, Rallying Wall Street - The New York Times",http://healthmap.org/ln.php?7350387,"2020-05-18 14:00:31","Business Reopening","United States","39.966930,-97.556099"
"Maine seafood plant temporarily closes after worker tests positive for COVID-19 - WGME",http://healthmap.org/ln.php?7350670,"2020-05-18 12:10:00","Business Closure, COVID-19 Case Clusters","Portland, Maine","43.661469,-70.255333"
"Pa. coronavirus update: Cases climb past 63K with 4,500 deaths | Pa. county COVID-19 case map (5/18/20) - lehighvalleylive.com",http://healthmap.org/ln.php?7350674,"2020-05-18 14:18:31","Healthcare Worker, Elder Care",Pennsylvania,"40.930099,-77.475601"
"Coronavirus Live Updates: Vaccine Tests Show Early Promise, Drug Maker Says, Rallying Wall Street - The New York Times",http://healthmap.org/ln.php?7350676,"2020-05-18 14:48:47","Business Reopening",Texas,"31.240900,-99.228600"
"Live updates: Eased restrictions in Texas ‘likely connected’ to state’s rise in cases, says Dallas mayor - The Washington Post",http://healthmap.org/ln.php?7350680,"2020-05-18 14:50:06","Business Reopening",Texas,"31.240900,-99.228600"
"Florida's Complete Phase 1 Reopening Happens As COVID-19 Cases Rise - NPR",http://healthmap.org/ln.php?7350854,"2020-05-18 05:06:00","Business Reopening",Florida,"28.149500,-81.650398"
"Coronavirus Impact: St. Paul’s Wabasha Street Caves To Close In November - CBS Minnesota",http://healthmap.org/ln.php?7350856,"2020-05-18 11:19:17","Business Closure","Minneapolis, Minnesota","44.979965,-93.263840"
"Polis: All Coloradans who need COVID testing can now get tested - 9News.com KUSA",http://healthmap.org/ln.php?7350973,"2020-05-18 10:04:00","Mass Testing",Colorado,"38.993500,-105.512703"
"Mercy Health reopens five clinics to address non-coronavirus medical needs - mlive.com",http://healthmap.org/ln.php?7350977,"2020-05-18 12:57:00","Healthcare Facility, Business Reopening",Michigan,"43.580299,-84.462898"
"Michigan Gov. Whitmer holds coronavirus briefing, announces partial reopening - WDIV ClickOnDetroit",http://healthmap.org/ln.php?7350980,"2020-05-18 14:27:55","Lockdown / Shelter in Place",Michigan,"43.580299,-84.462898"
"Coronavirus: Ohio stepping up enforcement in bars and restaurants, changing prison testing strategy - The Cincinnati Enquirer",http://healthmap.org/ln.php?7350985,"2020-05-18 15:21:58","Business Reopening",Ohio,"40.245899,-83.012703"
"As states relax more rules, US coronavirus death toll passes 90,000 - CNN",http://healthmap.org/ln.php?7351170,"2020-05-18 17:14:43","Business Reopening","United States","39.966930,-97.556099"
"Coronavirus: Buncombe reports first death in long term care facility - Citizen Times",http://healthmap.org/ln.php?7351175,"2020-05-18 17:56:07","Healthcare Facility","Buncombe County, North Carolina","35.600113,-82.516518"
"Free COVID-19 Testing Offered at Bolen Park on Wednesday - Loudoun Now",http://healthmap.org/ln.php?7351419,"2020-05-18 13:52:00","Mass Testing","Loudoun County, Virginia","39.083439,-77.649712"
"First coronavirus case in San Saba County confirmed in nursing home - KXAN.com",http://healthmap.org/ln.php?7351421,"2020-05-18 14:49:00","Elder Care","San Saba, Texas","31.195721,-98.718102"
"Bethany Village resident tests positive for COVID-19, later tests negative - WETM - MyTwinTiers.com",http://healthmap.org/ln.php?7351556,"2020-05-18 12:54:00","Elder Care","Chemung County, New York","42.150074,-76.766342"
"Newsom eases reopening rules with new coronavirus benchmarks - Los Angeles Times",http://healthmap.org/ln.php?7351560,"2020-05-18 15:27:27","Business Reopening",California,"37.250198,-119.750298"
"As Michigan businesses reopen, Gov. Whitmer says they must have a COVID-19 response plan - Detroit Free Press",http://healthmap.org/ln.php?7351657,"2020-05-18 17:51:41","Business Reopening",Michigan,"43.580299,-84.462898"
"Reopening Phase 1: Construction Resumes With COVID-19 Safety Protocols - nbcboston.com",http://healthmap.org/ln.php?7351658,"2020-05-18 19:12:25","Business Reopening",Massachusetts,"42.399101,-71.795700"
"Bristol Seafood closes Portland plant for 2 days after COVID-19 cases confirmed - Press Herald",http://healthmap.org/ln.php?7351809,"2020-05-18 11:44:00","Business Closure, COVID-19 Case Clusters","Portland, Maine","43.661469,-70.255333"
"Eleven Forty Nine permanently closes due to COVID-19 crisis - WPRI.com",http://healthmap.org/ln.php?7351820,"2020-05-18 19:55:00","Business Closure","Rhode Island","41.738499,-71.499100"
"Texas governor reopens more businesses and schools days after highest jump in Covid-19 cases in the state - CNN",http://healthmap.org/ln.php?7351824,"2020-05-18 20:33:55","Business Reopening",Texas,"31.240900,-99.228600"
"100 people at 3 Louisiana crawfish farms diagnosed with coronavirus in first workplace cluster - The Advocate",http://healthmap.org/ln.php?7352088,"2020-05-18 19:03:00","COVID-19 Case Clusters","Acadiana, Louisiana","30.446301,-91.112610"
"After COVID-19 Shutdown, Southlake Mall In Merrillville Reopens: Here Are Five Things We Learned - CBS Chicago",http://healthmap.org/ln.php?7352298,"2020-05-18 19:23:04","Business Reopening","Merrillville, Indiana","41.482815,-87.332817"
"As Florida re-opens, COVID-19 data chief gets sidelined and researchers cry foul - Florida Today",http://healthmap.org/ln.php?7352301,"2020-05-19 00:46:03","Business Reopening",Florida,"28.149500,-81.650398"
"Prairie’s Edge Casino Opens With COVID-19 Safety Precautions In Place - CBS Minnesota",http://healthmap.org/ln.php?7352396,"2020-05-18 21:08:37","Business Reopening","Granite Falls, Minnesota","44.799160,-95.527588"
"Some Small Assisted Living Home Owners Concerned By State Health Department’s COVID-19 Policies - CBS Denver",http://healthmap.org/ln.php?7352626,"2020-05-18 22:10:49","Elder Care",Colorado,"38.993500,-105.512703"
"240 COVID-19 positive deaths reported in nursing homes in Western New York - WGRZ.com",http://healthmap.org/ln.php?7352795,"2020-05-18 20:10:00","Elder Care","New York State; Erie County, New York; Wyoming County, New York; Niagara County, New York; Orleans County, New York","43.004601,-75.498100; 42.766727,-78.666412; 42.700062,-78.199738; 43.166725,-78.766426; 43.250702,-78.189011"
"Ige Maps Out A Reopening Plan Allowing Hawaii To 'Live With Covid-19' - Honolulu Civil Beat",http://healthmap.org/ln.php?7352796,"2020-05-18 22:57:00","Business Reopening",Hawaii,"20.750200,-156.500305"
"Updated: Health officials address COVID-19 outbreak at local poultry plant - KBTX",http://healthmap.org/ln.php?7353213,"2020-05-18 19:16:15","COVID-19 Case Clusters","Brazos County, Texas","30.666864,-96.316910"
"CDC releases new coronavirus guidelines for reopening schools amid COVID-19 pandemic  - masslive.com",http://healthmap.org/ln.php?7353234,"2020-05-19 07:12:24","School Closure","United States","39.966930,-97.556099"
"Glencroft Center for Modern Aging in Arizona nursing home deaths",http://healthmap.org/ln.php?7353235,"2020-05-19 07:14:36","Elder Care","Glendale, Arizona","33.538651,-112.185989"
"Released for 1st time: See full list of nursing homes in Louisiana with coronavirus | Coronavirus | nola.com",http://healthmap.org/ln.php?7353236,"2020-05-19 07:15:34","Elder Care",Louisiana,"31.015200,-92.021500"
"Connecticut Nursing Home Owner Puts Staff In On-Site RVs To Prevent COVID-19 Infections | Here &amp; Now",http://healthmap.org/ln.php?7353237,"2020-05-19 07:16:27","Elder Care","Bristol, Connecticut","41.671761,-72.949272"
"Wyoming reports first COVID outbreak at a nursing home - Local News 8",http://healthmap.org/ln.php?7353291,"2020-05-19 07:41:43","Elder Care","Worland, Wyoming","44.016899,-107.955376"
"Long-term care picture still incomplete as nursing homes begin to share COVID-19 numbers | Virginia | richmond.com",http://healthmap.org/ln.php?7353300,"2020-05-19 07:42:46","Elder Care",Virginia,"37.648998,-78.354500"
"Latest on COVID-19 in MN: Cases climb, more businesses reopen - Minnesota Public Radio News",http://healthmap.org/ln.php?7353445,"2020-05-19 06:00:00","Business Reopening",Minnesota,"46.225399,-94.658302"
"UPDATE: More than 4,000 COVID-19 patients have been discharged from Virginia hospitals - Richmond.com",http://healthmap.org/ln.php?7354512,"2020-05-18 10:20:00","Healthcare Facility",Virginia,"37.648998,-78.354500"
"As it prepares to reopen, Connecticut’s count of COVID-19 deaths is fragmented and incomplete - The CT Mirror",http://healthmap.org/ln.php?7354513,"2020-05-19 05:01:03","Business Reopening",Connecticut,"41.672901,-72.685600"
"‘He gave his life for that hospital’: A doctor put off retirement to fight covid-19, only to die of the virus - The Washington Post",http://healthmap.org/ln.php?7354519,"2020-05-19 09:23:49","Healthcare Facility","New York State","43.004601,-75.498100"
"New Jersey gym reopens in defiance of state's COVID-19 order, draws crowd, police visit - USA TODAY",http://healthmap.org/ln.php?7354957,"2020-05-19 08:21:25","Business Reopening","New Jersey","40.178799,-74.355499"
"Here are the Boston-area restaurants that have permanently closed amid the coronavirus pandemic - Boston.com",http://healthmap.org/ln.php?7354965,"2020-05-19 12:44:41","Business Closure","Boston, Massachusetts","42.358501,-71.059601"
"Live at 3: Gov. Noem to give update on coronavirus spread in South Dakota - Argus Leader",http://healthmap.org/ln.php?7354968,"2020-05-19 14:06:34","COVID-19 Case Clusters","Aberdeen, South Dakota","45.464699,-98.486481"
"Pa. Nursing Home Residents Among Those To Be Tested For COVID-19 - NPR",http://healthmap.org/ln.php?7355164,"2020-05-19 05:01:00","Healthcare Facility, Elder Care, Mass Testing",Pennsylvania,"40.930099,-77.475601"
"Cuomo: Capital Region cleared to start Phase 1 COVID-19 reopening Wednesday - The Daily Gazette",http://healthmap.org/ln.php?7355300,"2020-05-19 12:36:35","Business Reopening","New York State","43.004601,-75.498100"
"COVID-19 cases in Arkansas increase by 110; governor announces plan to test all nursing facilities - KY3",http://healthmap.org/ln.php?7355304,"2020-05-19 14:57:13","Healthcare Facility, Healthcare Worker, Elder Care, COVID-19 Case Clusters","Ash Flat, Arkansas","36.223961,-91.608482"
"Dallas County announces 14 deaths from coronavirus, its highest single-day toll; Tarrant County adds 7 - The Dallas Morning News",http://healthmap.org/ln.php?7355306,"2020-05-19 16:15:00","Healthcare Facility, Healthcare Worker, Elder Care, COVID-19 Case Clusters","Rockwall, Texas","32.931232,-96.459709"
"Portland City Council approves street closures for Old Port open-air market, provides reopening timeline amid COVID-19 - NewsCenterMaine.com WCSH-WLBZ",http://healthmap.org/ln.php?7355572,"2020-05-18 23:00:00","Business Reopening","Portland, Maine","43.661469,-70.255333"
"CoxHealth employees work different jobs during COVID-19 pandemic - KY3",http://healthmap.org/ln.php?7355582,"2020-05-19 15:41:24","Healthcare Worker",Missouri,"38.238098,-92.504898"
"Live Coronavirus News: Full Analysis - The New York Times",http://healthmap.org/ln.php?7355587,"2020-05-19 17:52:18","Business Reopening","United States","39.966930,-97.556099"
"Indiana's largest nursing home operator finally releases COVID-19 stats - The Star Press",http://healthmap.org/ln.php?7355766,"2020-05-19 14:39:15","Healthcare Facility, Elder Care",Indiana,"40.010700,-86.264702"
"With coronavirus hospitalizations down, Delaware hospitals to resume elective procedures - The News Journal",http://healthmap.org/ln.php?7355771,"2020-05-19 18:51:28","Healthcare Facility",Delaware,"38.993500,-75.498100"
"Live updates: Coronavirus death toll surpasses 90,000 as all 50 U.S. states take steps toward reopening - The Washington Post",http://healthmap.org/ln.php?7355773,"2020-05-19 19:00:51","Business Reopening","United States","39.966930,-97.556099"
"COVID-19 spread silently through a rural Arkansas church in March, CDC says - NBC News",http://healthmap.org/ln.php?7355934,"2020-05-19 14:59:02","COVID-19 Case Clusters",Arkansas,"34.741600,-92.504898"
"Retsil veterans home employee diagnosed with coronavirus - Kitsap Sun",http://healthmap.org/ln.php?7355936,"2020-05-19 15:04:44","Healthcare Worker","Port Orchard, Washington","47.540371,-122.636253"
"‘Way Too Late’: Inside Amazon’s Biggest Outbreak - The New York Times",http://healthmap.org/ln.php?7355941,"2020-05-19 17:58:19","COVID-19 Case Clusters","Hazle Township, Pennsylvania","40.956051,-75.999290"
"Brown County coronavirus cases pass 2,100 as officials extend local state of emergency until June - Green Bay Press Gazette",http://healthmap.org/ln.php?7355943,"2020-05-19 18:16:06","State of Emergency Declaration, Lockdown / Shelter in Place","Brown County, Wisconsin","44.466660,-87.966766"
"Coronavirus: Rockledge nurses return home from harrowing all-COVID-19 Boston hospital - Florida Today",http://healthmap.org/ln.php?7356170,"2020-05-19 18:37:47","Healthcare Facility, Healthcare Worker","Boston, Massachusetts; Rockledge, Florida","42.358501,-71.059601; 28.350840,-80.725327"
"10 more counties in Washington can apply for Phase 2 of COVID-19 reopening - KING5.com",http://healthmap.org/ln.php?7356411,"2020-05-19 15:41:00","Business Reopening","Island County, Washington; Spokane County, Washington; Clark County, Washington; Thurston County, Washington; Lewis County, Washington; Mason County, Washington; Kitsap County, Washington; Adams County, Washington; Clallam County, Washington; San Juan County, Washington; Washington","48.133152,-122.584602; 47.616558,-117.367706; 45.799839,-122.484543; 46.916489,-122.817909; 46.583164,-122.401222; 47.349815,-123.184601; 47.616486,-122.667923; 46.983200,-118.517761; 48.049809,-123.834641; 48.563671,-122.978340; 47.500118,-120.501472"
"Gov. Dunleavy to lift all coronavirus capacity restrictions on Alaska businesses Friday - Anchorage Daily News",http://healthmap.org/ln.php?7356419,"2020-05-19 21:48:51","Business Reopening",Alaska,"64.000198,-150.000305"
"Coronavirus Live Updates: All 50 States Move to Ease Restrictions - The New York Times",http://healthmap.org/ln.php?7356425,"2020-05-19 22:57:18","Business Reopening","United States","39.966930,-97.556099"
"TipsySpace, A West Town Bakery And Event Venue, Shutters Due To COVID-19 - Block Club Chicago",http://healthmap.org/ln.php?7356589,"2020-05-19 12:30:00","Business Closure","Chicago, Illinois","41.849998,-87.650101"
"READ: CDC guidance on reopening America from coronavirus stay-at-home orders - CNN",http://healthmap.org/ln.php?7356687,"2020-05-19 21:35:23","Business Reopening","United States","39.966930,-97.556099"
"All 50 States Have Eased Coronavirus Restrictions - The New York Times",http://healthmap.org/ln.php?7356690,"2020-05-20 00:18:29","Business Reopening","United States","39.966930,-97.556099"
"Live updates: All 50 states ease coronavirus restrictions; Trump opposes extending unemployment benefits - The Washington Post",http://healthmap.org/ln.php?7356691,"2020-05-20 00:46:50","Business Reopening","United States","39.966930,-97.556099"
"San Bernardino County waiting, for now, to expand Stage 2 coronavirus reopening - San Bernardino County Sun",http://healthmap.org/ln.php?7356761,"2020-05-19 19:58:45","Business Reopening","San Bernardino County, California","34.666656,-116.167511"
"Gov. Dunleavy to lift most coronavirus restrictions on Alaska businesses Friday - Anchorage Daily News",http://healthmap.org/ln.php?7356762,"2020-05-19 21:28:55","Business Reopening",Alaska,"64.000198,-150.000305"
"Coronavirus trends are ‘quite encouraging’ in Philly as N.J. allows in-person car sales, bike service to resum - The Philadelphia Inquirer",http://healthmap.org/ln.php?7356767,"2020-05-20 01:12:58","Business Reopening","New Jersey; Philadelphia, Pennsylvania","40.178799,-74.355499; 39.951801,-75.163002"
"May 19 update on COVID-19 in MN: 748 deaths; plan coming Wednesday for bars, eateries - Minnesota Public Radio News",http://healthmap.org/ln.php?7357640,"2020-05-19 06:00:00","Business Reopening",Minnesota,"46.225399,-94.658302"
"Every Pa. nursing home with COVID-19 cases, deaths | Coronavirus Newsletter - The Philadelphia Inquirer",http://healthmap.org/ln.php?7357643,"2020-05-20 02:14:25","Elder Care",Pennsylvania,"40.930099,-77.475601"
"Despite toll, nursing homes are still taking in infected patients - StarTribune.com",http://healthmap.org/ln.php?7357652,"2020-05-20 07:16:38","Elder Care",Minnesota,"46.225399,-94.658302"
"The forgotten front line: Nursing home workers say they face retaliation for reporting COVID-19 risks",http://healthmap.org/ln.php?7357653,"2020-05-20 07:17:52","Elder Care","United States","39.966930,-97.556099"
"Nursing Homes in Southeast Pennsylvania Hit Hard By Coronavirus Deaths, New Data Shows &#8211; NBC10 Philadelphia",http://healthmap.org/ln.php?7357654,"2020-05-20 07:18:50","Elder Care","Pennsylvania; Philadelphia, Pennsylvania; Allegheny County, Pennsylvania; Adams County, Pennsylvania","40.930099,-77.475601; 39.951801,-75.163002; 40.625340,-80.125061; 39.750374,-77.374985"
"Pa. details number of virus cases, deaths at long-term care facilities | Coronavirus Info Center | wfmz.com",http://healthmap.org/ln.php?7357655,"2020-05-20 07:20:00","Elder Care","Pennsylvania; Lehigh County, Pennsylvania; Northampton County, Pennsylvania","40.930099,-77.475601; 40.750370,-75.624908; 40.875370,-75.249901"
"Allied has fourth-highest resident COVID-19 cases in nursing homes statewide, but officials dispute numbers - coronavirus - The Times-Tribune",http://healthmap.org/ln.php?7357656,"2020-05-20 07:24:53","Elder Care","Lackawanna County, Pennsylvania","41.625359,-75.624908"
"Data released on coronavirus cases at long-term care facilities in Pennsylvania",http://healthmap.org/ln.php?7357657,"2020-05-20 07:26:17","Elder Care","Butler County, Pennsylvania; Allegheny County, Pennsylvania; Westmoreland County, Pennsylvania; Beaver County, Pennsylvania; Harrisburg, Pennsylvania; Armstrong County, Pennsylvania","41.125340,-80.000053; 40.625340,-80.125061; 40.625343,-79.625046; 40.750340,-80.500069; 40.273701,-76.884422; 41.125340,-79.683098"
"59 residents, 17 staff test positive for coronavirus at Pearland nursing home",http://healthmap.org/ln.php?7357671,"2020-05-20 07:33:06","Elder Care","Brazoria County, Texas; Pearland, Texas","29.183577,-95.450218; 29.563570,-95.286049"
"8 Out of 10 Nursing Homes in Philly Region Cited Before Coronavirus Struck &#8211; NBC10 Philadelphia",http://healthmap.org/ln.php?7357678,"2020-05-20 07:34:19","Elder Care","Philadelphia, Pennsylvania","39.951801,-75.163002"
"Nursing home mass testing results to be part of DOH daily COVID-19 update | KELOLAND.com",http://healthmap.org/ln.php?7357688,"2020-05-20 07:35:00","Elder Care","South Dakota","44.496498,-100.239304"
"Inspections: ND nursing home hit hardest by COVID-19 had issues pre-pandemic",http://healthmap.org/ln.php?7357696,"2020-05-20 07:35:27","Elder Care","North Dakota","47.487499,-100.019600"
"Arkansas COVID-19 cases rise over 100; nursing home tests planned for June - Talk Business &amp; Politics",http://healthmap.org/ln.php?7357716,"2020-05-20 07:37:10","Elder Care","Arkansas; Pulaski County, Arkansas; Sevier County, Arkansas","34.741600,-92.504898; 34.766758,-92.300148; 33.997200,-94.241219"
"17 employees, four residents test positive for COVID-19 at Clover Health Care - Lewiston Sun Journal",http://healthmap.org/ln.php?7357961,"2020-05-19 22:32:00","Elder Care, COVID-19 Case Clusters","Auburn, Maine","44.097851,-70.231171"
"Las Vegas gaming properties testing employees for COVID-19 before reopening - News3LV",http://healthmap.org/ln.php?7358160,"2020-05-19 17:08:00","Business Reopening","Las Vegas, Nevada","36.174973,-115.137222"
"COVID-19 Cases Surge In Amarillo, Even As Texas Continues Reopening - NPR",http://healthmap.org/ln.php?7358403,"2020-05-20 05:08:00","Business Reopening","Texas; Amarillo, Texas","31.240900,-99.228600; 35.222000,-101.831299"
"Sarah Eckhardt criticizes Greg Abbott's reopening, coronavirus actions - The Texas Tribune",http://healthmap.org/ln.php?7358994,"2020-05-20 11:02:18","Business Reopening",Texas,"31.240900,-99.228600"
"Mayville, ND, nursing home reports 20 positive cases of COVID-19 - Grand Forks Herald",http://healthmap.org/ln.php?7359000,"2020-05-20 12:00:00","Elder Care, COVID-19 Case Clusters","Traill County, North Dakota","47.454182,-97.161583"
"Ford forced to halt production at Chicago plant after employee tests positive for Covid-19 - CNN",http://healthmap.org/ln.php?7359509,"2020-05-20 15:24:43","Business Closure","Chicago, Illinois; Dearborn, Michigan","41.849998,-87.650101; 42.322262,-83.176308"
"Coronavirus Live Updates: All 50 States Have Begun to Reopen - The New York Times",http://healthmap.org/ln.php?7359511,"2020-05-20 16:00:36","Business Reopening","United States","39.966930,-97.556099"
"Seattle Restaurants Permanently Closed During the Coronavirus Pandemic - Eater Seattle",http://healthmap.org/ln.php?7359601,"2020-05-20 12:20:10","Business Closure","Seattle, Washington","47.606209,-122.332069"
"Staffer at Leander assisted living facility tests positive for coronavirus - KXAN.com",http://healthmap.org/ln.php?7359602,"2020-05-20 13:53:00","Elder Care","Leander, Texas","30.578810,-97.853073"
"Pa. finally released data on coronavirus in long-term-care facilities. But it’s full of errors. - The Philadelphia Inquirer",http://healthmap.org/ln.php?7359610,"2020-05-20 16:44:15","Healthcare Facility, Elder Care",Pennsylvania,"40.930099,-77.475601"
"20 COVID-19 cases at Dole plant: Can you get coronavirus from food? - Dayton Daily News",http://healthmap.org/ln.php?7359722,"2020-05-20 01:54:41","COVID-19 Case Clusters","Springfield, Ohio","39.924229,-83.808823"
"Coronavirus deaths at Colorado nursing homes, senior facilities reach 711; outbreaks reported at restaurants and stores - The Colorado Sun",http://healthmap.org/ln.php?7359724,"2020-05-20 09:05:00","Healthcare Facility, Elder Care, COVID-19 Case Clusters","Denver, Colorado; Arapahoe County, Colorado; Jefferson County, Colorado; Aurora, Colorado; Morgan County, Colorado","39.739155,-104.984703; 39.649982,-104.383850; 39.633320,-105.267212; 39.729431,-104.831917; 40.262711,-103.809822"
"Juneau begins testing homeless population for COVID-19 - Alaska Public Media News",http://healthmap.org/ln.php?7359961,"2020-05-20 11:48:00","Mass Testing","Juneau, Alaska","58.301945,-134.419724"
"Daily: State Sees Biggest Hike In New COVID-19 Hospital Admissions In 30 Days - Urban Milwaukee",http://healthmap.org/ln.php?7359970,"2020-05-20 15:44:00","Healthcare Facility",Wisconsin,"44.496498,-90.000000"
"Coronavirus cluster slows construction at Bryant-Denny Stadium - AL.com",http://healthmap.org/ln.php?7359971,"2020-05-20 16:00:36","COVID-19 Case Clusters","University of Alabama, Alabama","33.215118,-87.546677"
"Pa. coronavirus cases surpass 64,000; more than 4,700 have died - PennLive",http://healthmap.org/ln.php?7360113,"2020-05-20 18:52:37","Business Reopening","York County, Pennsylvania; Beaver County, Pennsylvania; Adams County, Pennsylvania; Cumberland County, Pennsylvania; Perry County, Pennsylvania; Mifflin County, Pennsylvania; Susquehanna County, Pennsylvania; Carbon County, Pennsylvania; Wyoming County, Pennsylvania; Juniata County, Pennsylvania; Wayne County, Pennsylvania; Columbia County, Pennsylvania","40.125370,-76.999977; 40.750340,-80.500069; 39.750374,-77.374985; 40.250359,-77.374977; 40.500359,-77.249992; 40.750351,-77.500000; 41.875351,-76.124931; 41.125359,-75.674629; 41.625351,-76.124931; 40.531059,-77.402161; 41.648731,-75.303261; 41.048649,-76.405151"
"Coronavirus Updates: Latest COVID-19 Headlines From May 20, 2020 - CBS Minnesota",http://healthmap.org/ln.php?7360200,"2020-05-20 16:29:53","Business Reopening",Minnesota,"46.225399,-94.658302"
